gene,importance_HER2+,importance_HR+,importance_Triple Neg,selection_freq
DDX24,0.020625,0.036318,0.011395,0.0550
C14orf48,0.020625,0.036318,0.011395,0.0550
SERPINA6,0.020625,0.036318,0.011395,0.0550
AL163011.3,0.020625,0.036318,0.011395,0.0550
AL049872.3,0.020625,0.036318,0.011395,0.0550
ITPK1,0.020625,0.036318,0.011395,0.0550
AL133373.5,0.020625,0.036318,0.011395,0.0550
AL356017.3,0.020625,0.036318,0.011395,0.0550
PSMC1,0.020625,0.036318,0.011395,0.0550
KIAA1409,0.020625,0.036318,0.011395,0.0550
FBLN5,0.020625,0.036318,0.011395,0.0550
CCDC88C,0.020625,0.036318,0.011395,0.0550
C14orf143,0.020625,0.036318,0.011395,0.0550
SERPINA4,0.020625,0.036318,0.011395,0.0550
SERPINA12,0.020625,0.036318,0.011395,0.0550
GSC,0.020625,0.036318,0.011395,0.0550
AL132838.4,0.020625,0.036318,0.011395,0.0550
CATSPERB,0.020625,0.036318,0.011395,0.0550
SMEK1,0.020625,0.036318,0.011395,0.0550
TDP1,0.020625,0.036318,0.011395,0.0550
C14orf102,0.020625,0.036318,0.011395,0.0550
PPP4R4,0.020625,0.036318,0.011395,0.0550
C14orf159,0.020625,0.036318,0.011395,0.0550
C14orf142,0.020625,0.036318,0.011395,0.0550
CALM1,0.020625,0.036318,0.011395,0.0550
FAM181A,0.020625,0.036318,0.011395,0.0550
AL161662.6,0.020625,0.036318,0.011395,0.0550
RPS6KA5,0.020625,0.036318,0.011395,0.0550
SERPINA3,0.020625,0.036318,0.011395,0.0550
SERPINA5,0.020625,0.036318,0.011395,0.0550
SERPINA1,0.020625,0.036318,0.011395,0.0550
SERPINA13,0.020625,0.036318,0.011395,0.0550
IFI27L2,0.020625,0.036318,0.011395,0.0550
IFI27,0.020625,0.036318,0.011395,0.0550
GLRX5,0.020625,0.036318,0.011395,0.0550
MOAP1,0.020625,0.036318,0.011395,0.0550
PRIMA1,0.020625,0.036318,0.011395,0.0550
GOLGA5,0.020625,0.036318,0.011395,0.0550
SERPINA9,0.020625,0.036318,0.011395,0.0550
SLC24A4,0.020625,0.036318,0.011395,0.0550
COX8C,0.020625,0.036318,0.011395,0.0550
ASB2,0.020625,0.036318,0.011395,0.0550
GPR68,0.020625,0.036318,0.011395,0.0550
AL122020.5,0.020625,0.036318,0.011395,0.0550
RIN3,0.020625,0.036318,0.011395,0.0550
OTUB2,0.020625,0.036318,0.011395,0.0550
ATXN3,0.020625,0.036318,0.011395,0.0550
AL133153.3,0.020625,0.036318,0.011395,0.0550
SCARNA13,0.020625,0.036318,0.011395,0.0550
KIF21A,0.036261,0.033616,0.007844,0.4617
AL391807.13-1,0.021368,0.036257,0.009893,0.1033
RP11-361F19.1,0.021368,0.036257,0.009893,0.1033
ZNF254,0.014337,0.010647,0.036229,0.2267
AC092279.2-2,0.014337,0.010647,0.036229,0.2267
AC011503.4,0.014337,0.010647,0.036229,0.2267
RPSAP8,0.014337,0.010647,0.036229,0.2267
TCF15,0.009339,0.036192,0.027057,0.3133
ZCCHC3,0.009339,0.036192,0.027057,0.3133
TRIB3,0.009339,0.036192,0.027057,0.3133
RBCK1,0.009339,0.036192,0.027057,0.3133
SRXN1,0.009339,0.036192,0.027057,0.3133
TBC1D20,0.009339,0.036192,0.027057,0.3133
NRSN2,0.009339,0.036192,0.027057,0.3133
C20orf96,0.009339,0.036192,0.027057,0.3133
C20orf54,0.009339,0.036192,0.027057,0.3133
SCRT2,0.009339,0.036192,0.027057,0.3133
CSNK2A1,0.009339,0.036192,0.027057,0.3133
SOX12,0.009339,0.036192,0.027057,0.3133
MRP63,0.008270,0.036188,0.034638,0.1917
PCDHA13,0.015964,0.031191,0.036186,0.4350
PCDHA9,0.015964,0.031191,0.036186,0.4350
AC073869.5-14,0.023322,0.036134,0.030117,0.2000
AC073869.5-1,0.023322,0.036134,0.030117,0.2000
AC073869.5-15,0.023322,0.036134,0.030117,0.2000
AC073869.5-11,0.023322,0.036134,0.030117,0.2000
AC073869.5-12,0.023322,0.036134,0.030117,0.2000
AC073869.5-10,0.023322,0.036134,0.030117,0.2000
AC073869.5-17,0.023322,0.036134,0.030117,0.2000
AC073869.5-7,0.023322,0.036134,0.030117,0.2000
AC073869.5-5,0.023322,0.036134,0.030117,0.2000
AC073869.5-8,0.023322,0.036134,0.030117,0.2000
AC073869.5-6,0.023322,0.036134,0.030117,0.2000
AC073869.5-16,0.023322,0.036134,0.030117,0.2000
AC073869.5-9,0.023322,0.036134,0.030117,0.2000
AC073869.5-3,0.023322,0.036134,0.030117,0.2000
AC073869.5-2,0.023322,0.036134,0.030117,0.2000
AC073869.5-4,0.023322,0.036134,0.030117,0.2000
AC073869.5-18,0.023322,0.036134,0.030117,0.2000
AC073869.5-13,0.023322,0.036134,0.030117,0.2000
CCDC57,0.009341,0.025312,0.036100,0.1617
UTP14C,0.036004,0.025550,0.033567,0.3150
TNFRSF12A,0.015733,0.035995,0.027507,0.0550
THOC6,0.015733,0.035995,0.027507,0.0550
AC141586.2-1,0.015733,0.035995,0.027507,0.0550
ZNF174,0.015733,0.035995,0.027507,0.0550
FAM100A,0.015733,0.035995,0.027507,0.0550
AC141586.2-2,0.015733,0.035995,0.027507,0.0550
TRAP1,0.015733,0.035995,0.027507,0.0550
AC004034.2,0.015733,0.035995,0.027507,0.0550
AC006111.4-2,0.015733,0.035995,0.027507,0.0550
AC092117.4-1,0.015733,0.035995,0.027507,0.0550
ZNF200,0.015733,0.035995,0.027507,0.0550
TCEB2,0.015733,0.035995,0.027507,0.0550
ZNF213,0.015733,0.035995,0.027507,0.0550
AC025283.6-3,0.015733,0.035995,0.027507,0.0550
CORO7,0.015733,0.035995,0.027507,0.0550
AMDHD2,0.015733,0.035995,0.027507,0.0550
SRRM2,0.015733,0.035995,0.027507,0.0550
OR1F1,0.015733,0.035995,0.027507,0.0550
TIGD7,0.015733,0.035995,0.027507,0.0550
CEMP1,0.015733,0.035995,0.027507,0.0550
CLDN9,0.015733,0.035995,0.027507,0.0550
PAQR4,0.015733,0.035995,0.027507,0.0550
AC092117.4-4,0.015733,0.035995,0.027507,0.0550
AC025283.6-4,0.015733,0.035995,0.027507,0.0550
ZNF597,0.015733,0.035995,0.027507,0.0550
C16orf90,0.015733,0.035995,0.027507,0.0550
PDPK1,0.015733,0.035995,0.027507,0.0550
MEFV,0.015733,0.035995,0.027507,0.0550
AC093525.3,0.015733,0.035995,0.027507,0.0550
AC025283.6-1,0.015733,0.035995,0.027507,0.0550
PRSS21,0.015733,0.035995,0.027507,0.0550
HMOX2,0.015733,0.035995,0.027507,0.0550
CREBBP,0.015733,0.035995,0.027507,0.0550
AC025283.6-6,0.015733,0.035995,0.027507,0.0550
OR1F2P,0.015733,0.035995,0.027507,0.0550
AC005361.1,0.015733,0.035995,0.027507,0.0550
AC092117.4-2,0.015733,0.035995,0.027507,0.0550
AC108134.3-1,0.015733,0.035995,0.027507,0.0550
PRSS22,0.015733,0.035995,0.027507,0.0550
ZSCAN10,0.015733,0.035995,0.027507,0.0550
AC023830.9-1,0.015733,0.035995,0.027507,0.0550
AJ003147.1-1,0.015733,0.035995,0.027507,0.0550
KCTD5,0.015733,0.035995,0.027507,0.0550
TFAP4,0.015733,0.035995,0.027507,0.0550
FLYWCH2,0.015733,0.035995,0.027507,0.0550
AC025283.6-2,0.015733,0.035995,0.027507,0.0550
GLIS2,0.015733,0.035995,0.027507,0.0550
HCFC1R1,0.015733,0.035995,0.027507,0.0550
PRSS27,0.015733,0.035995,0.027507,0.0550
OR2C1,0.015733,0.035995,0.027507,0.0550
NMRAL1,0.015733,0.035995,0.027507,0.0550
ADCY9,0.015733,0.035995,0.027507,0.0550
SRL,0.015733,0.035995,0.027507,0.0550
NAT15,0.015733,0.035995,0.027507,0.0550
VASN,0.015733,0.035995,0.027507,0.0550
AC141586.2-3,0.015733,0.035995,0.027507,0.0550
ZNF75A,0.015733,0.035995,0.027507,0.0550
CLUAP1,0.015733,0.035995,0.027507,0.0550
ZNF205,0.015733,0.035995,0.027507,0.0550
AC025283.6-5,0.015733,0.035995,0.027507,0.0550
C16orf5,0.015733,0.035995,0.027507,0.0550
ATP6V0C,0.015733,0.035995,0.027507,0.0550
AJ003147.1-2,0.015733,0.035995,0.027507,0.0550
FLYWCH1,0.015733,0.035995,0.027507,0.0550
AC009171.3,0.015733,0.035995,0.027507,0.0550
CCDC64B,0.015733,0.035995,0.027507,0.0550
MMP25,0.015733,0.035995,0.027507,0.0550
PRSS33,0.015733,0.035995,0.027507,0.0550
IL32,0.015733,0.035995,0.027507,0.0550
AC092117.4-3,0.015733,0.035995,0.027507,0.0550
PKMYT1,0.015733,0.035995,0.027507,0.0550
BTBD12,0.015733,0.035995,0.027507,0.0550
DNAJA3,0.015733,0.035995,0.027507,0.0550
NLRC3,0.015733,0.035995,0.027507,0.0550
CLDN6,0.015733,0.035995,0.027507,0.0550
AC023830.9-2,0.015733,0.035995,0.027507,0.0550
KREMEN2,0.015733,0.035995,0.027507,0.0550
AC108134.3-2,0.015733,0.035995,0.027507,0.0550
ZG16B,0.015733,0.035995,0.027507,0.0550
ZNF434,0.015733,0.035995,0.027507,0.0550
AC025283.6-7,0.015733,0.035995,0.027507,0.0550
AC006111.4-1,0.015733,0.035995,0.027507,0.0550
DNASE1,0.015733,0.035995,0.027507,0.0550
ZNF263,0.015733,0.035995,0.027507,0.0550
AL450324.10,0.016933,0.035957,0.021285,0.0183
AL450394.9,0.016933,0.035957,0.021285,0.0183
AL356454.15,0.016933,0.035957,0.021285,0.0183
AL137007.9,0.016933,0.035957,0.021285,0.0183
AL109922.9-3,0.016933,0.035957,0.021285,0.0183
RP11-307F22.2,0.016933,0.035957,0.021285,0.0183
AL109922.9-2,0.016933,0.035957,0.021285,0.0183
AL109922.9-1,0.016933,0.035957,0.021285,0.0183
RP11-69I22.2,0.016933,0.035957,0.021285,0.0183
SRF,0.008774,0.026157,0.035906,0.2150
PTCRA,0.008774,0.026157,0.035906,0.2150
AL136304.10-1,0.008774,0.026157,0.035906,0.2150
MRPL2,0.008774,0.026157,0.035906,0.2150
NFKBIE,0.008774,0.026157,0.035906,0.2150
CDC5L,0.008774,0.026157,0.035906,0.2150
SLC35B2,0.008774,0.026157,0.035906,0.2150
MRPL14,0.008774,0.026157,0.035906,0.2150
SPATS1,0.008774,0.026157,0.035906,0.2150
PPP2R5D,0.008774,0.026157,0.035906,0.2150
RP11-480N24.4,0.008774,0.026157,0.035906,0.2150
CNPY3,0.008774,0.026157,0.035906,0.2150
POLH,0.008774,0.026157,0.035906,0.2150
POLR1C,0.008774,0.026157,0.035906,0.2150
AL353716.18,0.008774,0.026157,0.035906,0.2150
RP1-261G23.4,0.008774,0.026157,0.035906,0.2150
YIPF3,0.008774,0.026157,0.035906,0.2150
XPO5,0.008774,0.026157,0.035906,0.2150
ZNF318,0.008774,0.026157,0.035906,0.2150
AARS2,0.008774,0.026157,0.035906,0.2150
RSPH9,0.008774,0.026157,0.035906,0.2150
AL109615.42-1,0.008774,0.026157,0.035906,0.2150
RP3-337H4.1,0.008774,0.026157,0.035906,0.2150
RPL7L1,0.008774,0.026157,0.035906,0.2150
AL355385.15,0.008774,0.026157,0.035906,0.2150
C6orf226,0.008774,0.026157,0.035906,0.2150
MAD2L1BP,0.008774,0.026157,0.035906,0.2150
C6orf108,0.008774,0.026157,0.035906,0.2150
PEX6,0.008774,0.026157,0.035906,0.2150
KLC4,0.008774,0.026157,0.035906,0.2150
C6orf223,0.008774,0.026157,0.035906,0.2150
MRPS18A,0.008774,0.026157,0.035906,0.2150
VEGF,0.008774,0.026157,0.035906,0.2150
AL136131.15-2,0.008774,0.026157,0.035906,0.2150
MEA1,0.008774,0.026157,0.035906,0.2150
GNMT,0.008774,0.026157,0.035906,0.2150
GTPBP2,0.008774,0.026157,0.035906,0.2150
CRIP3,0.008774,0.026157,0.035906,0.2150
ABCC10,0.008774,0.026157,0.035906,0.2150
C6orf154,0.008774,0.026157,0.035906,0.2150
PTK7,0.008774,0.026157,0.035906,0.2150
CAPN11,0.008774,0.026157,0.035906,0.2150
AL353588.25,0.008774,0.026157,0.035906,0.2150
HSP90AB1,0.008774,0.026157,0.035906,0.2150
RPS2P29,0.008774,0.026157,0.035906,0.2150
SLC22A7,0.008774,0.026157,0.035906,0.2150
TMEM151B,0.008774,0.026157,0.035906,0.2150
AL136131.15-1,0.008774,0.026157,0.035906,0.2150
RPS2P28,0.008774,0.026157,0.035906,0.2150
EGFL9,0.008774,0.026157,0.035906,0.2150
TMEM63B,0.008774,0.026157,0.035906,0.2150
C6orf153,0.008774,0.026157,0.035906,0.2150
TCTE1,0.008774,0.026157,0.035906,0.2150
KLHDC3,0.008774,0.026157,0.035906,0.2150
AL109615.42-2,0.008774,0.026157,0.035906,0.2150
AL136304.10-2,0.008774,0.026157,0.035906,0.2150
RP11-480N24.3,0.008774,0.026157,0.035906,0.2150
CUL9,0.008774,0.026157,0.035906,0.2150
TTBK1,0.008774,0.026157,0.035906,0.2150
CUL7,0.008774,0.026157,0.035906,0.2150
SLC29A1,0.008774,0.026157,0.035906,0.2150
CDC27,0.035881,0.011028,0.023364,0.2150
AC068152.11-2,0.035881,0.011028,0.023364,0.2150
AC068152.11-1,0.035881,0.011028,0.023364,0.2150
AC002558.1,0.035881,0.011028,0.023364,0.2150
GOSR2,0.035881,0.011028,0.023364,0.2150
RPRML,0.035881,0.011028,0.023364,0.2150
PAPD5,0.015614,0.013829,0.035845,0.1100
PLCB2,0.013423,0.023754,0.035838,0.6567
DLL4,0.013423,0.023754,0.035838,0.6567
VPS18,0.013423,0.023754,0.035838,0.6567
AC021755.9-1,0.013423,0.023754,0.035838,0.6567
BMF,0.013423,0.023754,0.035838,0.6567
SRP14P1,0.013423,0.023754,0.035838,0.6567
BAHD1,0.013423,0.023754,0.035838,0.6567
NUSAP1,0.013423,0.023754,0.035838,0.6567
NDUFAF1,0.013423,0.023754,0.035838,0.6567
C15orf41,0.013423,0.023754,0.035838,0.6567
C15orf52,0.013423,0.023754,0.035838,0.6567
RHOV,0.013423,0.023754,0.035838,0.6567
AC013356.8,0.013423,0.023754,0.035838,0.6567
MEIS2,0.013423,0.023754,0.035838,0.6567
FAM82A2,0.013423,0.023754,0.035838,0.6567
DNAJC17,0.013423,0.023754,0.035838,0.6567
FAM98B,0.013423,0.023754,0.035838,0.6567
AC025429.6,0.013423,0.023754,0.035838,0.6567
ATPBD4,0.013423,0.023754,0.035838,0.6567
AC021755.9-2,0.013423,0.023754,0.035838,0.6567
C15orf23,0.013423,0.023754,0.035838,0.6567
RTF1,0.013423,0.023754,0.035838,0.6567
DISP2,0.013423,0.023754,0.035838,0.6567
INO80,0.013423,0.023754,0.035838,0.6567
PAK6,0.013423,0.023754,0.035838,0.6567
C15orf62,0.013423,0.023754,0.035838,0.6567
AC087878.7,0.013423,0.023754,0.035838,0.6567
GJD2,0.013423,0.023754,0.035838,0.6567
RASGRP1,0.013423,0.023754,0.035838,0.6567
AC012652.7,0.013423,0.023754,0.035838,0.6567
AC019016.7,0.013423,0.023754,0.035838,0.6567
ACTC1,0.013423,0.023754,0.035838,0.6567
CASC5,0.013423,0.023754,0.035838,0.6567
OIP5,0.013423,0.023754,0.035838,0.6567
THBS1,0.013423,0.023754,0.035838,0.6567
EXD1,0.013423,0.023754,0.035838,0.6567
AC021755.9-4,0.013423,0.023754,0.035838,0.6567
IVD,0.013423,0.023754,0.035838,0.6567
AC012377.5-1,0.013423,0.023754,0.035838,0.6567
PPP1R14D,0.013423,0.023754,0.035838,0.6567
RPUSD2,0.013423,0.023754,0.035838,0.6567
CHAC1,0.013423,0.023754,0.035838,0.6567
AC103988.7,0.013423,0.023754,0.035838,0.6567
AC021755.9-3,0.013423,0.023754,0.035838,0.6567
FSIP1,0.013423,0.023754,0.035838,0.6567
AC012476.8,0.013423,0.023754,0.035838,0.6567
EIF2AK4,0.013423,0.023754,0.035838,0.6567
SPRED1,0.013423,0.023754,0.035838,0.6567
C15orf53,0.013423,0.023754,0.035838,0.6567
C15orf57,0.013423,0.023754,0.035838,0.6567
ZFYVE19,0.013423,0.023754,0.035838,0.6567
BUB1B,0.013423,0.023754,0.035838,0.6567
AC012652.1,0.013423,0.023754,0.035838,0.6567
SPINT1,0.013423,0.023754,0.035838,0.6567
ZNF770,0.013423,0.023754,0.035838,0.6567
GCHFR,0.013423,0.023754,0.035838,0.6567
RAD51,0.013423,0.023754,0.035838,0.6567
AC114546.14,0.013423,0.023754,0.035838,0.6567
AQR,0.013423,0.023754,0.035838,0.6567
AC021231.8,0.013423,0.023754,0.035838,0.6567
AC022405.5,0.013423,0.023754,0.035838,0.6567
AC022408.6-1,0.013423,0.023754,0.035838,0.6567
FAM92A1,0.013423,0.023754,0.035838,0.6567
C15orf54,0.013423,0.023754,0.035838,0.6567
D4ST1,0.013423,0.023754,0.035838,0.6567
C15orf56,0.013423,0.023754,0.035838,0.6567
GPR176,0.013423,0.023754,0.035838,0.6567
TMCO5A,0.013423,0.023754,0.035838,0.6567
ENPP3,0.035819,0.031316,0.006032,0.2400
ATP1A2,0.013288,0.032098,0.035809,0.2833
AC090365.7,0.021135,0.035767,0.020015,0.1367
CDH2,0.021135,0.035767,0.020015,0.1367
AC068408.9,0.021135,0.035767,0.020015,0.1367
SH3D20,0.035752,0.015048,0.016736,0.1700
PLEKHM1,0.035752,0.015048,0.016736,0.1700
RP3-481F12.4,0.035741,0.012709,0.018584,0.3300
CTCFL,0.035741,0.012709,0.018584,0.3300
AL109955.37-3,0.035741,0.012709,0.018584,0.3300
AL135939.12,0.035741,0.012709,0.018584,0.3300
SPO11,0.035741,0.012709,0.018584,0.3300
HMGB1L1,0.035741,0.012709,0.018584,0.3300
AL109955.37-2,0.035741,0.012709,0.018584,0.3300
ZBP1,0.035741,0.012709,0.018584,0.3300
RBM38,0.035741,0.012709,0.018584,0.3300
AL109955.37-1,0.035741,0.012709,0.018584,0.3300
PCK1,0.035741,0.012709,0.018584,0.3300
RP3-481F12.1,0.035741,0.012709,0.018584,0.3300
PMEPA1,0.035741,0.012709,0.018584,0.3300
RAE1,0.035741,0.012709,0.018584,0.3300
SNORD70,0.035679,0.014795,0.030362,0.5433
SNORD81,0.022621,0.035649,0.027576,0.2817
TSHZ3,0.006288,0.030877,0.035648,0.2150
ESR1,0.035574,0.024475,0.020101,0.5183
SULT1A1,0.016067,0.035565,0.015753,0.1450
SYNE2,0.015555,0.023889,0.035548,0.5183
MSH2,0.008982,0.019275,0.035517,0.3367
TNFRSF10A,0.035489,0.022552,0.024486,0.0917
RP11-325P15.2,0.021325,0.035475,0.016104,0.2083
RP11-325P15.1,0.021325,0.035475,0.016104,0.2083
AL596177.4-1,0.021325,0.035475,0.016104,0.2083
METTL7B,0.011454,0.033707,0.035458,0.2767
HOXC11,0.011454,0.033707,0.035458,0.2767
AC122684.3-2,0.011454,0.033707,0.035458,0.2767
IKZF4,0.011454,0.033707,0.035458,0.2767
HOXC12,0.011454,0.033707,0.035458,0.2767
OR6C76,0.011454,0.033707,0.035458,0.2767
AC073487.34,0.011454,0.033707,0.035458,0.2767
CD63,0.011454,0.033707,0.035458,0.2767
HOXC10,0.011454,0.033707,0.035458,0.2767
BLOC1S1,0.011454,0.033707,0.035458,0.2767
NCKAP1L,0.011454,0.033707,0.035458,0.2767
HOXC4,0.011454,0.033707,0.035458,0.2767
KIAA0748,0.011454,0.033707,0.035458,0.2767
SUOX,0.011454,0.033707,0.035458,0.2767
AC023055.40-1,0.011454,0.033707,0.035458,0.2767
MUCL1,0.011454,0.033707,0.035458,0.2767
GDF11,0.011454,0.033707,0.035458,0.2767
HOXC8,0.011454,0.033707,0.035458,0.2767
AC009779.18,0.011454,0.033707,0.035458,0.2767
PDE1B,0.011454,0.033707,0.035458,0.2767
DGKA,0.011454,0.033707,0.035458,0.2767
HNRPA1L3,0.011454,0.033707,0.035458,0.2767
GTSF1,0.011454,0.033707,0.035458,0.2767
SILV,0.011454,0.033707,0.035458,0.2767
OR6C4,0.011454,0.033707,0.035458,0.2767
OR6C68,0.011454,0.033707,0.035458,0.2767
HOXC13,0.011454,0.033707,0.035458,0.2767
ERBB3,0.011454,0.033707,0.035458,0.2767
OR6C65,0.011454,0.033707,0.035458,0.2767
AC122684.3-1,0.011454,0.033707,0.035458,0.2767
MMP19,0.011454,0.033707,0.035458,0.2767
AC012531.11,0.011454,0.033707,0.035458,0.2767
PPP1R1A,0.011454,0.033707,0.035458,0.2767
COPZ1,0.011454,0.033707,0.035458,0.2767
GPR84,0.011454,0.033707,0.035458,0.2767
hsa-mir-148b,0.011454,0.033707,0.035458,0.2767
HOXC9,0.011454,0.033707,0.035458,0.2767
PA2G4P4,0.011454,0.033707,0.035458,0.2767
AC023055.40-3,0.011454,0.033707,0.035458,0.2767
OR6C6,0.011454,0.033707,0.035458,0.2767
CBX5,0.011454,0.033707,0.035458,0.2767
AC023055.40-2,0.011454,0.033707,0.035458,0.2767
OR6C70,0.011454,0.033707,0.035458,0.2767
AC125816.8,0.011454,0.033707,0.035458,0.2767
NEUROD4,0.011454,0.033707,0.035458,0.2767
HOXC5,0.011454,0.033707,0.035458,0.2767
RDH5,0.011454,0.033707,0.035458,0.2767
OR6C75,0.011454,0.033707,0.035458,0.2767
CDK2,0.011454,0.033707,0.035458,0.2767
AC034102.32,0.011454,0.033707,0.035458,0.2767
OR6C2,0.011454,0.033707,0.035458,0.2767
WIBG,0.011454,0.033707,0.035458,0.2767
hsa-mir-615,0.011454,0.033707,0.035458,0.2767
PHC1B,0.011454,0.033707,0.035458,0.2767
ZC3H10,0.011454,0.033707,0.035458,0.2767
OR10P1,0.011454,0.033707,0.035458,0.2767
MYL6,0.011454,0.033707,0.035458,0.2767
ITGA7,0.011454,0.033707,0.035458,0.2767
LACRT,0.011454,0.033707,0.035458,0.2767
RPS26P53,0.011454,0.033707,0.035458,0.2767
OR10A7,0.011454,0.033707,0.035458,0.2767
OR6C74,0.011454,0.033707,0.035458,0.2767
AC023055.2,0.011454,0.033707,0.035458,0.2767
NFE2,0.011454,0.033707,0.035458,0.2767
RAB5B,0.011454,0.033707,0.035458,0.2767
SMARCC2,0.011454,0.033707,0.035458,0.2767
DCD,0.011454,0.033707,0.035458,0.2767
MYL6B,0.011454,0.033707,0.035458,0.2767
HOXC6,0.011454,0.033707,0.035458,0.2767
DNAJC14,0.011454,0.033707,0.035458,0.2767
hsa-mir-196a-2,0.011454,0.033707,0.035458,0.2767
ORMDL2,0.011454,0.033707,0.035458,0.2767
OR6C3,0.011454,0.033707,0.035458,0.2767
OR9K1P,0.011454,0.033707,0.035458,0.2767
FAM62A,0.011454,0.033707,0.035458,0.2767
AC078778.34-1,0.011454,0.033707,0.035458,0.2767
SMUG1,0.011454,0.033707,0.035458,0.2767
OR2AP1,0.011454,0.033707,0.035458,0.2767
ITGA5,0.011454,0.033707,0.035458,0.2767
OR9K2,0.011454,0.033707,0.035458,0.2767
ZNF385A,0.011454,0.033707,0.035458,0.2767
OR6C1,0.011454,0.033707,0.035458,0.2767
ZNF626,0.021633,0.010638,0.035453,0.4317
COL19A1,0.023254,0.035432,0.013083,0.1883
GNAI3,0.025258,0.035415,0.026465,0.2583
CD58,0.017237,0.025207,0.035410,0.2400
FCHSD2,0.033108,0.035335,0.021569,0.2833
DOPEY2,0.035325,0.031155,0.015180,0.3367
FAS,0.026955,0.014765,0.035104,0.2017
SLAMF6,0.032809,0.035088,0.027205,0.4600
KITLG,0.011708,0.023090,0.035008,0.1550
AC090642.11,0.011708,0.023090,0.035008,0.1550
AC024941.30,0.011708,0.023090,0.035008,0.1550
WDR51B,0.011708,0.023090,0.035008,0.1550
DUSP6,0.011708,0.023090,0.035008,0.1550
SNORA58,0.029007,0.033039,0.034990,0.4283
AC009156.10,0.005764,0.034974,0.028192,0.5400
CDH8,0.005764,0.034974,0.028192,0.5400
AC009161.1,0.005764,0.034974,0.028192,0.5400
GREM2,0.017262,0.027903,0.034974,0.3050
TMEM132E,0.034948,0.017896,0.019210,0.2017
ZNF830,0.034948,0.017896,0.019210,0.2017
CCT6B,0.034948,0.017896,0.019210,0.2017
C17orf102,0.034948,0.017896,0.019210,0.2017
AC078814.23-1,0.009013,0.034674,0.034886,0.2133
AC020647.9,0.009013,0.034674,0.034886,0.2133
AC048341.22,0.009013,0.034674,0.034886,0.2133
FAM19A2,0.009013,0.034674,0.034886,0.2133
C12orf61,0.009013,0.034674,0.034886,0.2133
hsa-let-7i,0.009013,0.034674,0.034886,0.2133
AVPR1A,0.009013,0.034674,0.034886,0.2133
AC078872.13,0.009013,0.034674,0.034886,0.2133
RPL14P1,0.009013,0.034674,0.034886,0.2133
PPM1H,0.009013,0.034674,0.034886,0.2133
AC025264.16-1,0.009013,0.034674,0.034886,0.2133
MON2,0.009013,0.034674,0.034886,0.2133
USP15,0.009013,0.034674,0.034886,0.2133
AGPAT6,0.034868,0.015963,0.017574,0.0817
WHSC1L1,0.026846,0.034443,0.034734,0.4333
AC093510.2,0.018975,0.033085,0.034727,0.2250
POLI,0.008629,0.026367,0.034684,0.2050
MBD2,0.008629,0.026367,0.034684,0.2050
CCDC68,0.008629,0.026367,0.034684,0.2050
C18orf54,0.008629,0.026367,0.034684,0.2050
AC090660.3,0.008629,0.026367,0.034684,0.2050
STARD6,0.008629,0.026367,0.034684,0.2050
C18orf26,0.008629,0.026367,0.034684,0.2050
TCF4,0.008629,0.026367,0.034684,0.2050
AC090666.6,0.008629,0.026367,0.034684,0.2050
RAB27B,0.008629,0.026367,0.034684,0.2050
RB1,0.034672,0.026117,0.034504,0.4517
YES1,0.013468,0.034654,0.029562,0.3367
SCRIB,0.014359,0.034652,0.026866,0.5650
GALNTL5,0.027401,0.034630,0.013714,0.5050
CTNNB1,0.015121,0.030592,0.034617,0.6750
KCNK4,0.028881,0.034587,0.012974,0.2267
DPY19L2,0.008513,0.034577,0.028775,0.3683
AC027667.20,0.008513,0.034577,0.028775,0.3683
TMEM5,0.008513,0.034577,0.028775,0.3683
GNS,0.010809,0.024543,0.034569,0.2717
AC025262.27,0.010809,0.024543,0.034569,0.2717
TBC1D30,0.010809,0.024543,0.034569,0.2717
ABI3,0.034568,0.024464,0.018221,0.6133
AC004797.1,0.034568,0.024464,0.018221,0.6133
PHOSPHO1,0.034568,0.024464,0.018221,0.6133
GNGT2,0.034568,0.024464,0.018221,0.6133
C11orf66,0.015380,0.034523,0.010955,0.1783
C11orf79,0.015380,0.034523,0.010955,0.1783
AP003108.3-2,0.015380,0.034523,0.010955,0.1783
VWCE,0.015380,0.034523,0.010955,0.1783
DAK,0.015380,0.034523,0.010955,0.1783
CYBASC3,0.015380,0.034523,0.010955,0.1783
DDB1,0.015380,0.034523,0.010955,0.1783
AP003108.3-3,0.015380,0.034523,0.010955,0.1783
PGA5,0.015380,0.034523,0.010955,0.1783
TMEM138,0.015380,0.034523,0.010955,0.1783
TMEM216,0.015380,0.034523,0.010955,0.1783
AP003108.3-1,0.015380,0.034523,0.010955,0.1783
AL132639.4,0.007774,0.027102,0.034509,0.2300
CLEC14A,0.007774,0.027102,0.034509,0.2300
SEC23A,0.007774,0.027102,0.034509,0.2300
TRAPPC6B,0.007774,0.027102,0.034509,0.2300
SSTR1,0.007774,0.027102,0.034509,0.2300
MIA2,0.007774,0.027102,0.034509,0.2300
PNN,0.007774,0.027102,0.034509,0.2300
SIP1,0.007774,0.027102,0.034509,0.2300
BAIAP2,0.018608,0.034499,0.027265,0.3517
CARD9,0.015125,0.034440,0.017861,0.5217
C9orf151,0.015125,0.034440,0.017861,0.5217
GPSM1,0.015125,0.034440,0.017861,0.5217
SNAPC4,0.015125,0.034440,0.017861,0.5217
