gene,importance_HER2+,importance_HR+,importance_Triple Neg,selection_freq
TBC1D10A,0.006412,0.015852,0.010285,0.0350
AC002073.1-2,0.006412,0.015852,0.010285,0.0350
RP3-430N8.8,0.006412,0.015852,0.010285,0.0350
TUG1,0.006412,0.015852,0.010285,0.0350
AC005005.1-2,0.006412,0.015852,0.010285,0.0350
GAL3ST1,0.006412,0.015852,0.010285,0.0350
SMTN,0.006412,0.015852,0.010285,0.0350
AC005005.1-1,0.006412,0.015852,0.010285,0.0350
CCDC157,0.006412,0.015852,0.010285,0.0350
AC005006.2,0.006412,0.015852,0.010285,0.0350
MTP18,0.006412,0.015852,0.010285,0.0350
PES1,0.006412,0.015852,0.010285,0.0350
AC002073.1-1,0.006412,0.015852,0.010285,0.0350
DRG1,0.006412,0.015852,0.010285,0.0350
SF3A1,0.006412,0.015852,0.010285,0.0350
SEC14L2,0.006412,0.015852,0.010285,0.0350
LIF,0.006412,0.015852,0.010285,0.0350
RNF185,0.006412,0.015852,0.010285,0.0350
SELM,0.006412,0.015852,0.010285,0.0350
AC004832.3-2,0.006412,0.015852,0.010285,0.0350
AC004832.3-3,0.006412,0.015852,0.010285,0.0350
RP1-130H16.13,0.006412,0.015852,0.010285,0.0350
MORC2,0.006412,0.015852,0.010285,0.0350
DUSP18,0.006412,0.015852,0.010285,0.0350
AC004832.3-5,0.006412,0.015852,0.010285,0.0350
SEC14L4,0.006412,0.015852,0.010285,0.0350
OSBP2,0.006412,0.015852,0.010285,0.0350
OSM,0.006412,0.015852,0.010285,0.0350
PLA2G3,0.006412,0.015852,0.010285,0.0350
RNF215,0.006412,0.015852,0.010285,0.0350
PATZ1,0.006412,0.015852,0.010285,0.0350
SAR1B,0.007015,0.014357,0.015839,0.4817
NEUROG1,0.007015,0.014357,0.015839,0.4817
LECT2,0.007015,0.014357,0.015839,0.4817
AC008614.6-1,0.007015,0.014357,0.015839,0.4817
PHF15,0.007015,0.014357,0.015839,0.4817
SMAD5OS,0.007015,0.014357,0.015839,0.4817
KIF20A,0.007015,0.014357,0.015839,0.4817
SRA1,0.007015,0.014357,0.015839,0.4817
IL4,0.007015,0.014357,0.015839,0.4817
CD14,0.007015,0.014357,0.015839,0.4817
NME5,0.007015,0.014357,0.015839,0.4817
DDX46,0.007015,0.014357,0.015839,0.4817
AC011404.6-1,0.007015,0.014357,0.015839,0.4817
PURA,0.007015,0.014357,0.015839,0.4817
hsa-mir-874,0.007015,0.014357,0.015839,0.4817
AC008670.6-5,0.007015,0.014357,0.015839,0.4817
UQCRQ,0.007015,0.014357,0.015839,0.4817
HNRPA0,0.007015,0.014357,0.015839,0.4817
IL13,0.007015,0.014357,0.015839,0.4817
C5orf15,0.007015,0.014357,0.015839,0.4817
AC011427.4,0.007015,0.014357,0.015839,0.4817
FSTL4,0.007015,0.014357,0.015839,0.4817
PPP2CA,0.007015,0.014357,0.015839,0.4817
CTNNA1,0.007015,0.014357,0.015839,0.4817
PCDHA7,0.007015,0.014357,0.015839,0.4817
DNAJC18,0.007015,0.014357,0.015839,0.4817
C5orf24,0.007015,0.014357,0.015839,0.4817
TRPC7,0.007015,0.014357,0.015839,0.4817
SPOCK1,0.007015,0.014357,0.015839,0.4817
PKD2L2,0.007015,0.014357,0.015839,0.4817
HBEGF,0.007015,0.014357,0.015839,0.4817
HSPA9B,0.007015,0.014357,0.015839,0.4817
AC135457.2-2,0.007015,0.014357,0.015839,0.4817
C5orf53,0.007015,0.014357,0.015839,0.4817
AC008670.6-1,0.007015,0.014357,0.015839,0.4817
AC116353.2-2,0.007015,0.014357,0.015839,0.4817
NRG2,0.007015,0.014357,0.015839,0.4817
CDKL3,0.007015,0.014357,0.015839,0.4817
PFDN1,0.007015,0.014357,0.015839,0.4817
H2AFY,0.007015,0.014357,0.015839,0.4817
SLC35A4,0.007015,0.014357,0.015839,0.4817
AC005355.1-1,0.007015,0.014357,0.015839,0.4817
CXCL14,0.007015,0.014357,0.015839,0.4817
SLC4A9,0.007015,0.014357,0.015839,0.4817
ZMAT2,0.007015,0.014357,0.015839,0.4817
GFRA3,0.007015,0.014357,0.015839,0.4817
NDUFA2,0.007015,0.014357,0.015839,0.4817
IL9,0.007015,0.014357,0.015839,0.4817
C5orf20,0.007015,0.014357,0.015839,0.4817
MATR3,0.007015,0.014357,0.015839,0.4817
LEAP2,0.007015,0.014357,0.015839,0.4817
REEP2,0.007015,0.014357,0.015839,0.4817
PAIP2,0.007015,0.014357,0.015839,0.4817
ANKRD43,0.007015,0.014357,0.015839,0.4817
AC109439.3,0.007015,0.014357,0.015839,0.4817
PCBD2,0.007015,0.014357,0.015839,0.4817
GDF9,0.007015,0.014357,0.015839,0.4817
TMEM173,0.007015,0.014357,0.015839,0.4817
RAD50,0.007015,0.014357,0.015839,0.4817
HSPA4,0.007015,0.014357,0.015839,0.4817
KLHL3,0.007015,0.014357,0.015839,0.4817
hsa-mir-1289-2,0.007015,0.014357,0.015839,0.4817
FAM53C,0.007015,0.014357,0.015839,0.4817
IRF1,0.007015,0.014357,0.015839,0.4817
PSD2,0.007015,0.014357,0.015839,0.4817
JMJD1B,0.007015,0.014357,0.015839,0.4817
UBE2D2,0.007015,0.014357,0.015839,0.4817
SKP1A,0.007015,0.014357,0.015839,0.4817
AC113382.2-1,0.007015,0.014357,0.015839,0.4817
PCDHA3,0.007015,0.014357,0.015839,0.4817
AC113340.2,0.007015,0.014357,0.015839,0.4817
IL5,0.007015,0.014357,0.015839,0.4817
SIL1,0.007015,0.014357,0.015839,0.4817
FBXL21,0.007015,0.014357,0.015839,0.4817
APBB3,0.007015,0.014357,0.015839,0.4817
CDC23,0.007015,0.014357,0.015839,0.4817
CAMLG,0.007015,0.014357,0.015839,0.4817
ANKHD1,0.007015,0.014357,0.015839,0.4817
KIF3A,0.007015,0.014357,0.015839,0.4817
AC008670.6-4,0.007015,0.014357,0.015839,0.4817
SMAD5,0.007015,0.014357,0.015839,0.4817
UBE2B,0.007015,0.014357,0.015839,0.4817
C5orf5,0.007015,0.014357,0.015839,0.4817
WNT8A,0.007015,0.014357,0.015839,0.4817
ZCCHC10,0.007015,0.014357,0.015839,0.4817
PCDHA5,0.007015,0.014357,0.015839,0.4817
TGFBI,0.007015,0.014357,0.015839,0.4817
TMCO6,0.007015,0.014357,0.015839,0.4817
CDKN2AIPNL,0.007015,0.014357,0.015839,0.4817
AC135457.2-1,0.007015,0.014357,0.015839,0.4817
AC117534.2,0.007015,0.014357,0.015839,0.4817
WDR55,0.007015,0.014357,0.015839,0.4817
CDC25C,0.007015,0.014357,0.015839,0.4817
AC106775.3,0.007015,0.014357,0.015839,0.4817
SHROOM1,0.007015,0.014357,0.015839,0.4817
AC008670.6-2,0.007015,0.014357,0.015839,0.4817
AC008670.6-3,0.007015,0.014357,0.015839,0.4817
HARS,0.007015,0.014357,0.015839,0.4817
AC010301.7-1,0.007015,0.014357,0.015839,0.4817
DND1,0.007015,0.014357,0.015839,0.4817
Sep-08,0.007015,0.014357,0.015839,0.4817
C5orf14,0.007015,0.014357,0.015839,0.4817
EGR1,0.007015,0.014357,0.015839,0.4817
AC010240.3,0.007015,0.014357,0.015839,0.4817
TCF7,0.007015,0.014357,0.015839,0.4817
ETF1,0.007015,0.014357,0.015839,0.4817
MYOT,0.007015,0.014357,0.015839,0.4817
VDAC1,0.007015,0.014357,0.015839,0.4817
CATSPER3,0.007015,0.014357,0.015839,0.4817
AC112178.2,0.007015,0.014357,0.015839,0.4817
SEC24A,0.007015,0.014357,0.015839,0.4817
AC010240.2,0.007015,0.014357,0.015839,0.4817
CXXC5,0.007015,0.014357,0.015839,0.4817
AC011385.6-1,0.007015,0.014357,0.015839,0.4817
C5orf32,0.007015,0.014357,0.015839,0.4817
CCNI2,0.007015,0.014357,0.015839,0.4817
BRD8,0.007015,0.014357,0.015839,0.4817
PCDHA1,0.007015,0.014357,0.015839,0.4817
SLC23A1,0.007015,0.014357,0.015839,0.4817
PITX1,0.007015,0.014357,0.015839,0.4817
LRRTM2,0.007015,0.014357,0.015839,0.4817
AC116353.2-1,0.007015,0.014357,0.015839,0.4817
AC010240.1,0.007015,0.014357,0.015839,0.4817
AFF4,0.007015,0.014357,0.015839,0.4817
NPY6R,0.007015,0.014357,0.015839,0.4817
ADAM32,0.015831,0.009299,0.006679,0.1967
hsa-mir-513b,0.008799,0.015704,0.015803,0.0883
MTM1,0.008799,0.015704,0.015803,0.0883
MAGEA11,0.008799,0.015704,0.015803,0.0883
RP11-434J24.2,0.008799,0.015704,0.015803,0.0883
hsa-mir-514-1,0.008799,0.015704,0.015803,0.0883
AC002368.1,0.008799,0.015704,0.015803,0.0883
AC016940.7,0.008799,0.015704,0.015803,0.0883
TMEM185A,0.008799,0.015704,0.015803,0.0883
RP1-203P18.1,0.008799,0.015704,0.015803,0.0883
RP5-1014O16.7,0.008799,0.015704,0.015803,0.0883
RP5-1014O16.6,0.008799,0.015704,0.015803,0.0883
AC002523.1,0.008799,0.015704,0.015803,0.0883
RP1-73A14.1,0.008799,0.015704,0.015803,0.0883
CXorf40A,0.008799,0.015704,0.015803,0.0883
MAGEA9,0.008799,0.015704,0.015803,0.0883
RP3-433G13.1,0.008799,0.015704,0.015803,0.0883
RP5-1014O16.9,0.008799,0.015704,0.015803,0.0883
MAMLD1,0.008799,0.015704,0.015803,0.0883
L29074.1,0.008799,0.015704,0.015803,0.0883
BX322650.2,0.008799,0.015704,0.015803,0.0883
U40455.1,0.008799,0.015704,0.015803,0.0883
HSFX2,0.008799,0.015704,0.015803,0.0883
RP11-183K14.2,0.008799,0.015704,0.015803,0.0883
hsa-mir-513a-2,0.008799,0.015704,0.015803,0.0883
Z97180.1,0.008799,0.015704,0.015803,0.0883
hsa-mir-509-1,0.008799,0.015704,0.015803,0.0883
RP5-1014O16.10,0.008799,0.015704,0.015803,0.0883
hsa-mir-509-2,0.008799,0.015704,0.015803,0.0883
MAGEA9B,0.008799,0.015704,0.015803,0.0883
AF011889.1-2,0.008799,0.015704,0.015803,0.0883
RP5-1014O16.1,0.008799,0.015704,0.015803,0.0883
AC006516.10-1,0.008799,0.015704,0.015803,0.0883
AF011889.1-1,0.008799,0.015704,0.015803,0.0883
AFF2,0.008799,0.015704,0.015803,0.0883
hsa-mir-509-3,0.008799,0.015704,0.015803,0.0883
hsa-mir-513c,0.008799,0.015704,0.015803,0.0883
RP11-183K14.1,0.008799,0.015704,0.015803,0.0883
RP13-507I23.2,0.008799,0.015704,0.015803,0.0883
hsa-mir-510,0.008799,0.015704,0.015803,0.0883
hsa-mir-506,0.008799,0.015704,0.015803,0.0883
RP5-937E21.1,0.008799,0.015704,0.015803,0.0883
hsa-mir-507,0.008799,0.015704,0.015803,0.0883
hsa-mir-513a-1,0.008799,0.015704,0.015803,0.0883
IDS,0.008799,0.015704,0.015803,0.0883
HSFX1,0.008799,0.015704,0.015803,0.0883
FMR1NB,0.008799,0.015704,0.015803,0.0883
FMR1,0.008799,0.015704,0.015803,0.0883
hsa-mir-508,0.008799,0.015704,0.015803,0.0883
MAGEA8,0.008799,0.015704,0.015803,0.0883
AC109994.2,0.008799,0.015704,0.015803,0.0883
SNORD64,0.007851,0.015802,0.014427,0.1233
AC037487.12-1,0.001929,0.011470,0.015796,0.0317
AC037487.12-2,0.001929,0.011470,0.015796,0.0317
ANUBL1,0.006819,0.011212,0.015766,0.1117
TUBD1,0.015238,0.015764,0.014426,0.5817
COPZ2,0.015763,0.005668,0.011973,0.2233
hsa-mir-152,0.015763,0.005668,0.011973,0.2233
NFE2L1,0.015763,0.005668,0.011973,0.2233
CDK5RAP3,0.015763,0.005668,0.011973,0.2233
AC012154.16,0.015756,0.006557,0.009855,0.0400
AC078811.9,0.015756,0.006557,0.009855,0.0400
ATAD5,0.015753,0.006960,0.009699,0.1350
PDZRN3,0.008246,0.015745,0.013074,0.1433
RP11-457L23.1,0.007917,0.015744,0.008687,0.2783
MBNL2,0.007917,0.015744,0.008687,0.2783
AL442067.16-1,0.007917,0.015744,0.008687,0.2783
AL356580.13,0.007917,0.015744,0.008687,0.2783
AL353581.14-2,0.007917,0.015744,0.008687,0.2783
AL158192.15-2,0.007917,0.015744,0.008687,0.2783
AL353581.14-1,0.007917,0.015744,0.008687,0.2783
RNF113B,0.007917,0.015744,0.008687,0.2783
RP11-65L19.2,0.007917,0.015744,0.008687,0.2783
RP11-383H17.3,0.007917,0.015744,0.008687,0.2783
AL138816.12-2,0.007917,0.015744,0.008687,0.2783
RAP2A,0.007917,0.015744,0.008687,0.2783
AL138816.12-1,0.007917,0.015744,0.008687,0.2783
RP11-383H17.1,0.007917,0.015744,0.008687,0.2783
RP11-65L19.1,0.007917,0.015744,0.008687,0.2783
AL158192.15-1,0.007917,0.015744,0.008687,0.2783
OXGR1,0.007917,0.015744,0.008687,0.2783
IPO5,0.007917,0.015744,0.008687,0.2783
AL136300.22-1,0.007917,0.015744,0.008687,0.2783
HS6ST3,0.007917,0.015744,0.008687,0.2783
AL359925.9,0.007917,0.015744,0.008687,0.2783
STXBP4,0.015426,0.010138,0.015741,0.2800
GALNT10,0.003785,0.015726,0.012325,0.0733
SAP30L,0.003785,0.015726,0.012325,0.0733
FAM114A2,0.003785,0.015726,0.012325,0.0733
AC008625.5-1,0.003785,0.015726,0.012325,0.0733
hsa-mir-1294,0.003785,0.015726,0.012325,0.0733
AC091960.4-1,0.003785,0.015726,0.012325,0.0733
HAND1,0.003785,0.015726,0.012325,0.0733
AC008625.5-2,0.003785,0.015726,0.012325,0.0733
MFAP3,0.003785,0.015726,0.012325,0.0733
GRIA1,0.003785,0.015726,0.012325,0.0733
MSH4,0.014594,0.015725,0.013242,0.2483
USP33,0.010646,0.014105,0.015719,0.2967
RASAL2,0.015716,0.014782,0.011426,0.3050
PC,0.013948,0.013411,0.015703,0.4317
ATP11A,0.008923,0.015676,0.015694,0.1467
SOCS7,0.015688,0.010878,0.006433,0.0800
GPR179,0.015688,0.010878,0.006433,0.0800
MRPL45,0.015688,0.010878,0.006433,0.0800
AP001043.2,0.015680,0.011435,0.004434,0.1417
AF129408.15,0.015680,0.011435,0.004434,0.1417
AF129408.11,0.015680,0.011435,0.004434,0.1417
SH3BGR,0.015680,0.011435,0.004434,0.1417
WRB,0.015680,0.011435,0.004434,0.1417
PSMG1,0.015680,0.011435,0.004434,0.1417
AF121897.4,0.015680,0.011435,0.004434,0.1417
BRWD1,0.015680,0.011435,0.004434,0.1417
HMGN1,0.015680,0.011435,0.004434,0.1417
C21orf88,0.015680,0.011435,0.004434,0.1417
RPS26P1,0.015680,0.011435,0.004434,0.1417
AF129408.14,0.015680,0.011435,0.004434,0.1417
AF064861.93,0.015680,0.011435,0.004434,0.1417
RPL23AP12,0.015680,0.011435,0.004434,0.1417
ETS2,0.015680,0.011435,0.004434,0.1417
AP001042.1,0.015680,0.011435,0.004434,0.1417
AF121781.18,0.015680,0.011435,0.004434,0.1417
AF064861.5,0.015680,0.011435,0.004434,0.1417
C21orf13,0.015680,0.011435,0.004434,0.1417
RP11-342F21.1,0.011786,0.015677,0.011692,0.1100
RP11-35N6.3,0.011786,0.015677,0.011692,0.1100
OR13C9,0.011786,0.015677,0.011692,0.1100
RP11-207C11.2,0.011786,0.015677,0.011692,0.1100
AL359846.11-2,0.011786,0.015677,0.011692,0.1100
AL137067.7-2,0.011786,0.015677,0.011692,0.1100
ALDOB,0.011786,0.015677,0.011692,0.1100
OR13C2,0.011786,0.015677,0.011692,0.1100
COL15A1,0.011786,0.015677,0.011692,0.1100
CYLC2,0.011786,0.015677,0.011692,0.1100
RP11-124M17.1,0.011786,0.015677,0.011692,0.1100
RP11-177I8.1,0.011786,0.015677,0.011692,0.1100
NIPSNAP3A,0.011786,0.015677,0.011692,0.1100
C9orf30,0.011786,0.015677,0.011692,0.1100
AL353782.23,0.011786,0.015677,0.011692,0.1100
NIPSNAP3B,0.011786,0.015677,0.011692,0.1100
STX17,0.011786,0.015677,0.011692,0.1100
SMC2,0.011786,0.015677,0.011692,0.1100
ZNF189,0.011786,0.015677,0.011692,0.1100
INVS,0.011786,0.015677,0.011692,0.1100
RP11-70K10.2,0.011786,0.015677,0.011692,0.1100
RP11-29B11.4,0.011786,0.015677,0.011692,0.1100
AL133413.5,0.011786,0.015677,0.011692,0.1100
AL162427.24,0.011786,0.015677,0.011692,0.1100
AL359846.11-1,0.011786,0.015677,0.011692,0.1100
RP11-413C10.4,0.011786,0.015677,0.011692,0.1100
RP11-86L19.2,0.011786,0.015677,0.011692,0.1100
AL391867.5,0.011786,0.015677,0.011692,0.1100
RP11-785H23.2,0.011786,0.015677,0.011692,0.1100
MRPL50,0.011786,0.015677,0.011692,0.1100
OR13C4,0.011786,0.015677,0.011692,0.1100
BAAT,0.011786,0.015677,0.011692,0.1100
RPS2P35,0.011786,0.015677,0.011692,0.1100
ERP44,0.011786,0.015677,0.011692,0.1100
TEX10,0.011786,0.015677,0.011692,0.1100
ANKS6,0.011786,0.015677,0.011692,0.1100
PPP3R2,0.011786,0.015677,0.011692,0.1100
AL137067.7-1,0.011786,0.015677,0.011692,0.1100
RP11-54K22.1,0.011786,0.015677,0.011692,0.1100
OR13C3,0.011786,0.015677,0.011692,0.1100
RP11-217O12.1,0.011786,0.015677,0.011692,0.1100
NR4A3,0.011786,0.015677,0.011692,0.1100
ALG2,0.011786,0.015677,0.011692,0.1100
TGFBR1,0.011786,0.015677,0.011692,0.1100
C9orf125,0.011786,0.015677,0.011692,0.1100
MURC,0.011786,0.015677,0.011692,0.1100
OR13F1,0.011786,0.015677,0.011692,0.1100
RP11-341A22.1,0.011786,0.015677,0.011692,0.1100
AL137072.8-1,0.011786,0.015677,0.011692,0.1100
RP11-490D19.8,0.011786,0.015677,0.011692,0.1100
RP11-35N6.4,0.011786,0.015677,0.011692,0.1100
GRIN3A,0.011786,0.015677,0.011692,0.1100
PPAPR3,0.011786,0.015677,0.011692,0.1100
RP11-338N12.1,0.011786,0.015677,0.011692,0.1100
KRT8P11,0.011786,0.015677,0.011692,0.1100
RP11-62L10.1,0.011786,0.015677,0.011692,0.1100
RP11-92C4.4,0.011786,0.015677,0.011692,0.1100
GALNT12,0.011786,0.015677,0.011692,0.1100
SEC61B,0.011786,0.015677,0.011692,0.1100
RP11-35N6.6,0.011786,0.015677,0.011692,0.1100
RNF20,0.011786,0.015677,0.011692,0.1100
OR13C8,0.011786,0.015677,0.011692,0.1100
RP11-394D2.1,0.011786,0.015677,0.011692,0.1100
OR13D1,0.011786,0.015677,0.011692,0.1100
RP11-80H12.2,0.011786,0.015677,0.011692,0.1100
ABCA1,0.011786,0.015677,0.011692,0.1100
OR13C5,0.011786,0.015677,0.011692,0.1100
RP11-35N6.2,0.011786,0.015677,0.011692,0.1100
RP11-317C20.5,0.011786,0.015677,0.011692,0.1100
C9orf107,0.011786,0.015677,0.011692,0.1100
XKR4,0.008868,0.006202,0.015671,0.0267
AF165144.4,0.008868,0.006202,0.015671,0.0267
AC100817.5-1,0.008868,0.006202,0.015671,0.0267
KCNJ16,0.015654,0.014810,0.012426,0.3000
SPATA13,0.015644,0.008313,0.008460,0.0867
COBLL1,0.014846,0.005762,0.015624,0.1217
SLC38A11,0.014846,0.005762,0.015624,0.1217
AC019197.7-1,0.014846,0.005762,0.015624,0.1217
AC019181.4-1,0.014846,0.005762,0.015624,0.1217
GRB14,0.014846,0.005762,0.015624,0.1217
RP4-545L17.10,0.006869,0.015622,0.011460,0.1867
AL031665.19,0.006869,0.015622,0.011460,0.1867
FKBP1A,0.006869,0.015622,0.011460,0.1867
RSPO4,0.006869,0.015622,0.011460,0.1867
AL136531.16,0.006869,0.015622,0.011460,0.1867
PSMF1,0.006869,0.015622,0.011460,0.1867
SDCBP2,0.006869,0.015622,0.011460,0.1867
ANGPT4,0.006869,0.015622,0.011460,0.1867
RAD21L1,0.006869,0.015622,0.011460,0.1867
AL049634.8,0.006869,0.015622,0.011460,0.1867
SIRPD,0.006869,0.015622,0.011460,0.1867
C20orf46,0.006869,0.015622,0.011460,0.1867
SIRPB2,0.006869,0.015622,0.011460,0.1867
NSFL1C,0.006869,0.015622,0.011460,0.1867
GS1-103B18.1,0.010656,0.015618,0.007883,0.1567
SPANXN1,0.010656,0.015618,0.007883,0.1567
hsa-mir-891b,0.010656,0.015618,0.007883,0.1567
AL445258.4,0.010656,0.015618,0.007883,0.1567
hsa-mir-892a,0.010656,0.015618,0.007883,0.1567
CXorf1,0.010656,0.015618,0.007883,0.1567
RP13-150K15.1,0.010656,0.015618,0.007883,0.1567
SLITRK2,0.010656,0.015618,0.007883,0.1567
hsa-mir-890,0.010656,0.015618,0.007883,0.1567
hsa-mir-892b,0.010656,0.015618,0.007883,0.1567
hsa-mir-888,0.010656,0.015618,0.007883,0.1567
hsa-mir-891a,0.010656,0.015618,0.007883,0.1567
AC046130.25-2,0.009296,0.006648,0.015609,0.2300
ALG10,0.009296,0.006648,0.015609,0.2300
AC140847.4-1,0.009296,0.006648,0.015609,0.2300
AC140847.4-2,0.009296,0.006648,0.015609,0.2300
SYT10,0.009296,0.006648,0.015609,0.2300
PRKD1,0.006374,0.015607,0.007662,0.1950
AL356756.4,0.006374,0.015607,0.007662,0.1950
AL158058.5-2,0.006374,0.015607,0.007662,0.1950
hsa-mir-941-4,0.015606,0.006932,0.012673,0.0667
FAM129C,0.014721,0.015602,0.012028,0.1983
PGLS,0.014721,0.015602,0.012028,0.1983
NXNL1,0.014721,0.015602,0.012028,0.1983
TMEM221,0.014721,0.015602,0.012028,0.1983
INSL3,0.014721,0.015602,0.012028,0.1983
GLT25D1,0.014721,0.015602,0.012028,0.1983
JAK3,0.014721,0.015602,0.012028,0.1983
AC010319.10,0.014721,0.015602,0.012028,0.1983
B3GNT3,0.014721,0.015602,0.012028,0.1983
UNC13A,0.014721,0.015602,0.012028,0.1983
FAM125A,0.014721,0.015602,0.012028,0.1983
FCHO1,0.014721,0.015602,0.012028,0.1983
RPL18A,0.014721,0.015602,0.012028,0.1983
SLC5A5,0.014721,0.015602,0.012028,0.1983
MAP1S,0.014721,0.015602,0.012028,0.1983
SLC27A1,0.014721,0.015602,0.012028,0.1983
NUP93,0.004398,0.015590,0.009076,0.0517
MT1CP,0.004398,0.015590,0.009076,0.0517
AC009090.12,0.004398,0.015590,0.009076,0.0517
AC009155.3,0.004398,0.015590,0.009076,0.0517
HERPUD1,0.004398,0.015590,0.009076,0.0517
CCL22,0.004398,0.015590,0.009076,0.0517
CCDC102A,0.004398,0.015590,0.009076,0.0517
OGFOD1,0.004398,0.015590,0.009076,0.0517
NLRC5,0.004398,0.015590,0.009076,0.0517
MT1B,0.004398,0.015590,0.009076,0.0517
MT4,0.004398,0.015590,0.009076,0.0517
SLC12A3,0.004398,0.015590,0.009076,0.0517
MT2A,0.004398,0.015590,0.009076,0.0517
DOK4,0.004398,0.015590,0.009076,0.0517
MT1G,0.004398,0.015590,0.009076,0.0517
POLR2C,0.004398,0.015590,0.009076,0.0517
RSPRY1,0.004398,0.015590,0.009076,0.0517
GPR56,0.004398,0.015590,0.009076,0.0517
AC092118.3-1,0.004398,0.015590,0.009076,0.0517
hsa-mir-138-2,0.004398,0.015590,0.009076,0.0517
AC026461.11,0.004398,0.015590,0.009076,0.0517
CX3CL1,0.004398,0.015590,0.009076,0.0517
KIFC3,0.004398,0.015590,0.009076,0.0517
GPR114,0.004398,0.015590,0.009076,0.0517
CIAPIN1,0.004398,0.015590,0.009076,0.0517
MT1X,0.004398,0.015590,0.009076,0.0517
CETP,0.004398,0.015590,0.009076,0.0517
MT1DP,0.004398,0.015590,0.009076,0.0517
MT1F,0.004398,0.015590,0.009076,0.0517
CPNE2,0.004398,0.015590,0.009076,0.0517
CCL17,0.004398,0.015590,0.009076,0.0517
MT1A,0.004398,0.015590,0.009076,0.0517
GPR97,0.004398,0.015590,0.009076,0.0517
KATNB1,0.004398,0.015590,0.009076,0.0517
PLLP,0.004398,0.015590,0.009076,0.0517
BBS2,0.004398,0.015590,0.009076,0.0517
ARL2BP,0.004398,0.015590,0.009076,0.0517
COQ9,0.004398,0.015590,0.009076,0.0517
AC018552.6,0.004398,0.015590,0.009076,0.0517
MT1H,0.004398,0.015590,0.009076,0.0517
MT1E,0.004398,0.015590,0.009076,0.0517
C16orf50,0.004398,0.015590,0.009076,0.0517
MT1M,0.004398,0.015590,0.009076,0.0517
MT3,0.004398,0.015590,0.009076,0.0517
AC012181.8,0.004398,0.015590,0.009076,0.0517
CHMP4B,0.005852,0.015587,0.013157,0.0933
MYL2,0.008313,0.015583,0.010273,0.1117
SH2B3,0.008313,0.015583,0.010273,0.1117
AC002978.1,0.008313,0.015583,0.010273,0.1117
AC005805.12,0.008313,0.015583,0.010273,0.1117
AC137055.12,0.008313,0.015583,0.010273,0.1117
AC002351.2,0.008313,0.015583,0.010273,0.1117
CUX2,0.008313,0.015583,0.010273,0.1117
PPP1CC,0.008313,0.015583,0.010273,0.1117
ATXN2,0.008313,0.015583,0.010273,0.1117
BRAP,0.008313,0.015583,0.010273,0.1117
CCDC63,0.008313,0.015583,0.010273,0.1117
FAM109A,0.008313,0.015583,0.010273,0.1117
AC002979.14,0.008313,0.015583,0.010273,0.1117
CAP1,0.003481,0.015575,0.011049,0.1167
RLF,0.003481,0.015575,0.011049,0.1167
RP1-228H13.2,0.003481,0.015575,0.011049,0.1167
RP11-115D7.3,0.003481,0.015575,0.011049,0.1167
RP1-39G22.4,0.003481,0.015575,0.011049,0.1167
PPT1,0.003481,0.015575,0.011049,0.1167
COL9A2,0.003481,0.015575,0.011049,0.1167
ZMPSTE24,0.003481,0.015575,0.011049,0.1167
TMCO2,0.003481,0.015575,0.011049,0.1167
RP1-228H13.1,0.003481,0.015575,0.011049,0.1167
PMM2,0.011452,0.015561,0.004501,0.1000
C16orf51,0.011452,0.015561,0.004501,0.1000
C16orf89,0.011452,0.015561,0.004501,0.1000
AC020663.7,0.011452,0.015561,0.004501,0.1000
PPL,0.011452,0.015561,0.004501,0.1000
AC022167.7,0.011452,0.015561,0.004501,0.1000
AC005774.1,0.011452,0.015561,0.004501,0.1000
ABAT,0.011452,0.015561,0.004501,0.1000
AC012175.7,0.011452,0.015561,0.004501,0.1000
AC074051.4-2,0.011452,0.015561,0.004501,0.1000
NUDT16L1,0.011452,0.015561,0.004501,0.1000
A2BP1,0.011452,0.015561,0.004501,0.1000
CARHSP1,0.011452,0.015561,0.004501,0.1000
ZNF500,0.011452,0.015561,0.004501,0.1000
AC093515.4,0.011452,0.015561,0.004501,0.1000
FAM86A,0.011452,0.015561,0.004501,0.1000
UBN1,0.011452,0.015561,0.004501,0.1000
Sep-12,0.011452,0.015561,0.004501,0.1000
USP7,0.011452,0.015561,0.004501,0.1000
C16orf68,0.011452,0.015561,0.004501,0.1000
ALG1,0.011452,0.015561,0.004501,0.1000
C16orf71,0.011452,0.015561,0.004501,0.1000
AC007224.5-1,0.011452,0.015561,0.004501,0.1000
SEC14L5,0.011452,0.015561,0.004501,0.1000
ANKS3,0.011452,0.015561,0.004501,0.1000
AC074051.4-1,0.011452,0.015561,0.004501,0.1000
NAGPA,0.011452,0.015561,0.004501,0.1000
ROGDI,0.011452,0.015561,0.004501,0.1000
AL031601.2,0.015554,0.008918,0.012047,0.0850
AL031601.3,0.015554,0.008918,0.012047,0.0850
MRPL32,0.003577,0.009302,0.015549,0.1400
C7orf25,0.003577,0.009302,0.015549,0.1400
PSMA2,0.003577,0.009302,0.015549,0.1400
TTC34,0.014125,0.014896,0.015524,0.1467
AC023090.12,0.006212,0.009696,0.015521,0.1250
Z98949.1-1,0.005554,0.015181,0.015520,0.0317
ADRBK2,0.005554,0.015181,0.015520,0.0317
CTA-407F11.6,0.005554,0.015181,0.015520,0.0317
