gene,importance_HER2+,importance_HR+,importance_Triple Neg,selection_freq
AC099654.5-22,0.008177,0.005807,0.004403,0.1000
AC099654.5-12,0.008177,0.005807,0.004403,0.1000
AC099654.5-14,0.008177,0.005807,0.004403,0.1000
AC099654.5-21,0.008177,0.005807,0.004403,0.1000
AC099654.5-7,0.008177,0.005807,0.004403,0.1000
AC099654.5-4,0.008177,0.005807,0.004403,0.1000
AC099654.5-9,0.008177,0.005807,0.004403,0.1000
AC099654.5-23,0.008177,0.005807,0.004403,0.1000
AC099654.5-16,0.008177,0.005807,0.004403,0.1000
SDR16C5,0.004360,0.008156,0.007792,0.0233
AC018607.12-1,0.004360,0.008156,0.007792,0.0233
AC107952.5,0.004360,0.008156,0.007792,0.0233
AC015528.14-1,0.004360,0.008156,0.007792,0.0233
MOS,0.004360,0.008156,0.007792,0.0233
PLAG1,0.004360,0.008156,0.007792,0.0233
AC046176.13-6,0.004360,0.008156,0.007792,0.0233
C8orf71,0.004360,0.008156,0.007792,0.0233
AC046176.13-3,0.004360,0.008156,0.007792,0.0233
CHCHD7,0.004360,0.008156,0.007792,0.0233
SNORD54,0.004360,0.008156,0.007792,0.0233
TMEM68,0.004360,0.008156,0.007792,0.0233
LYN,0.004360,0.008156,0.007792,0.0233
AC018607.12-4,0.004360,0.008156,0.007792,0.0233
AC046176.13-2,0.004360,0.008156,0.007792,0.0233
AC018607.12-2,0.004360,0.008156,0.007792,0.0233
IMPAD1,0.004360,0.008156,0.007792,0.0233
AC046176.13-1,0.004360,0.008156,0.007792,0.0233
AC025674.10-2,0.004360,0.008156,0.007792,0.0233
PENK,0.004360,0.008156,0.007792,0.0233
RPS20,0.004360,0.008156,0.007792,0.0233
AC032027.7-1,0.004360,0.008156,0.007792,0.0233
TGS1,0.004360,0.008156,0.007792,0.0233
AC008429.6-1,0.000972,0.007159,0.008152,0.0033
AC008412.8-1,0.000972,0.007159,0.008152,0.0033
C5orf47,0.000972,0.007159,0.008152,0.0033
BNIP1,0.000972,0.007159,0.008152,0.0033
ERGIC1,0.000972,0.007159,0.008152,0.0033
AC022217.5-1,0.000972,0.007159,0.008152,0.0033
AC027309.3,0.000972,0.007159,0.008152,0.0033
AC008671.6-1,0.000972,0.007159,0.008152,0.0033
CPEB4,0.000972,0.007159,0.008152,0.0033
AC011407.6,0.000972,0.007159,0.008152,0.0033
AC008429.6-2,0.000972,0.007159,0.008152,0.0033
AC106731.3,0.000972,0.007159,0.008152,0.0033
NEURL1B,0.000972,0.007159,0.008152,0.0033
RPL26L1,0.000972,0.007159,0.008152,0.0033
NKX2-5,0.000972,0.007159,0.008152,0.0033
STC2,0.000972,0.007159,0.008152,0.0033
ATP6V0E,0.000972,0.007159,0.008152,0.0033
C5orf41,0.000972,0.007159,0.008152,0.0033
DUSP1,0.000972,0.007159,0.008152,0.0033
FAM44B,0.000972,0.007159,0.008152,0.0033
SH3PXD2B,0.000972,0.007159,0.008152,0.0033
AL121912.18,0.005246,0.008152,0.008017,0.3017
AL158175.7,0.005246,0.008152,0.008017,0.3017
FOXA2,0.005246,0.008152,0.008017,0.3017
UNC93B1,0.008128,0.001927,0.004548,0.0450
CHKA,0.008128,0.001927,0.004548,0.0450
TCIRG1,0.008128,0.001927,0.004548,0.0450
ALDH3B1,0.008128,0.001927,0.004548,0.0450
NDUFS8,0.008128,0.001927,0.004548,0.0450
AC022826.12-1,0.003224,0.008124,0.004137,0.0967
CRISPLD1,0.003224,0.008124,0.004137,0.0967
JPH1,0.003224,0.008124,0.004137,0.0967
AC016194.7,0.003224,0.008124,0.004137,0.0967
AC022868.10-1,0.003224,0.008124,0.004137,0.0967
GDAP1,0.003224,0.008124,0.004137,0.0967
PI15,0.003224,0.008124,0.004137,0.0967
LY96,0.003224,0.008124,0.004137,0.0967
UBE2W,0.003224,0.008124,0.004137,0.0967
TCEB1,0.003224,0.008124,0.004137,0.0967
TMEM70,0.003224,0.008124,0.004137,0.0967
HNF4G,0.003224,0.008124,0.004137,0.0967
VPS41,0.001646,0.007220,0.008118,0.1700
AC007245.3-3,0.001646,0.007220,0.008118,0.1700
AC006033.2-3,0.001646,0.007220,0.008118,0.1700
AC007245.3-2,0.001646,0.007220,0.008118,0.1700
TRGV5,0.001646,0.007220,0.008118,0.1700
AC006033.2-5,0.001646,0.007220,0.008118,0.1700
AC012490.3-1,0.001646,0.007220,0.008118,0.1700
FAM183B,0.001646,0.007220,0.008118,0.1700
AMPH,0.001646,0.007220,0.008118,0.1700
TRG@,0.001646,0.007220,0.008118,0.1700
TRGV11,0.001646,0.007220,0.008118,0.1700
AC007245.3-1,0.001646,0.007220,0.008118,0.1700
AC006033.2-6,0.001646,0.007220,0.008118,0.1700
AC006033.2-7,0.001646,0.007220,0.008118,0.1700
AC006033.2-1,0.001646,0.007220,0.008118,0.1700
AC006033.2-2,0.001646,0.007220,0.008118,0.1700
AC006033.2-4,0.001646,0.007220,0.008118,0.1700
TRGV3,0.001646,0.007220,0.008118,0.1700
DLGAP4,0.002207,0.008110,0.007475,0.2050
RP11-408K19.3,0.005650,0.008084,0.008030,0.1183
MRPS31P2,0.005650,0.008084,0.008030,0.1183
RP11-385E5.8,0.005650,0.008084,0.008030,0.1183
RP11-76K19.2,0.005650,0.008084,0.008030,0.1183
RP11-385E5.3,0.005650,0.008084,0.008030,0.1183
RP11-76K19.4,0.005650,0.008084,0.008030,0.1183
MPHOSPH8,0.005650,0.008084,0.008030,0.1183
RP11-385E5.2,0.005650,0.008084,0.008030,0.1183
RP11-385E5.6,0.005650,0.008084,0.008030,0.1183
TPTE2,0.005650,0.008084,0.008030,0.1183
AL354808.24-1,0.005650,0.008084,0.008030,0.1183
PSPC1,0.005650,0.008084,0.008030,0.1183
PHACTR3,0.008073,0.000829,0.007765,0.1933
HDHD2,0.005709,0.008060,0.003029,0.0250
AC037473.7,0.005709,0.008060,0.003029,0.0250
TCEB3B,0.005709,0.008060,0.003029,0.0250
KIAA0427,0.005709,0.008060,0.003029,0.0250
KATNAL2,0.005709,0.008060,0.003029,0.0250
TCEB3C,0.005709,0.008060,0.003029,0.0250
ZBTB7C,0.005709,0.008060,0.003029,0.0250
PIAS2,0.005709,0.008060,0.003029,0.0250
TCEB3CL,0.005709,0.008060,0.003029,0.0250
ST8SIA5,0.005709,0.008060,0.003029,0.0250
AC026898.8,0.005709,0.008060,0.003029,0.0250
IER3IP1,0.005709,0.008060,0.003029,0.0250
AC051635.7-1,0.005709,0.008060,0.003029,0.0250
SMAD2,0.005709,0.008060,0.003029,0.0250
NT5C3L,0.006527,0.003817,0.008049,0.1783
KLHL10,0.006527,0.003817,0.008049,0.1783
ACLY,0.006527,0.003817,0.008049,0.1783
AC130686.6,0.006527,0.003817,0.008049,0.1783
FKBP10,0.006527,0.003817,0.008049,0.1783
KLHL11,0.006527,0.003817,0.008049,0.1783
JUP,0.006527,0.003817,0.008049,0.1783
C10orf72,0.006894,0.000495,0.008037,0.0017
WDFY4,0.006894,0.000495,0.008037,0.0017
RPL13AP19,0.006894,0.000495,0.008037,0.0017
DRGX,0.006894,0.000495,0.008037,0.0017
ERCC6,0.006894,0.000495,0.008037,0.0017
RP11-507K13.4,0.006894,0.000495,0.008037,0.0017
LRRC18,0.006894,0.000495,0.008037,0.0017
OGDHL,0.006894,0.000495,0.008037,0.0017
PGBD3,0.006894,0.000495,0.008037,0.0017
MAPK8,0.006894,0.000495,0.008037,0.0017
RP11-541M12.3,0.006894,0.000495,0.008037,0.0017
FAM170B,0.006894,0.000495,0.008037,0.0017
ARHGAP22,0.006894,0.000495,0.008037,0.0017
AC027674.10,0.006894,0.000495,0.008037,0.0017
FRMPD2,0.006894,0.000495,0.008037,0.0017
C10orf53,0.006894,0.000495,0.008037,0.0017
C10orf71,0.006894,0.000495,0.008037,0.0017
C10orf128,0.006894,0.000495,0.008037,0.0017
CHAT,0.006894,0.000495,0.008037,0.0017
RP11-542E6.3,0.006894,0.000495,0.008037,0.0017
AC073366.4,0.006894,0.000495,0.008037,0.0017
SLC18A3,0.006894,0.000495,0.008037,0.0017
KRTAP13-2,0.007017,0.008026,0.000344,0.0517
KRTAP13P2,0.007017,0.008026,0.000344,0.0517
KRTAP8-1,0.007017,0.008026,0.000344,0.0517
KRTAP19-3,0.007017,0.008026,0.000344,0.0517
KRTAP27-1,0.007017,0.008026,0.000344,0.0517
KRTAP6-3,0.007017,0.008026,0.000344,0.0517
KRTAP19-7,0.007017,0.008026,0.000344,0.0517
KRTAP21-1,0.007017,0.008026,0.000344,0.0517
KRTAP8P1,0.007017,0.008026,0.000344,0.0517
KRTAP22-2,0.007017,0.008026,0.000344,0.0517
KRTAP19P2,0.007017,0.008026,0.000344,0.0517
KRTAP13P1,0.007017,0.008026,0.000344,0.0517
KRTAP13-1,0.007017,0.008026,0.000344,0.0517
AP000244.1,0.007017,0.008026,0.000344,0.0517
KRTAP21-2,0.007017,0.008026,0.000344,0.0517
KRTAP20-1,0.007017,0.008026,0.000344,0.0517
KRTAP19-6,0.007017,0.008026,0.000344,0.0517
KRTAP23-1,0.007017,0.008026,0.000344,0.0517
AP000244.11,0.007017,0.008026,0.000344,0.0517
TIAM1,0.007017,0.008026,0.000344,0.0517
KRTAP19P1,0.007017,0.008026,0.000344,0.0517
KRTAP11-1,0.007017,0.008026,0.000344,0.0517
KRTAP24-1,0.007017,0.008026,0.000344,0.0517
KRTAP19-2,0.007017,0.008026,0.000344,0.0517
KRTAP6-2,0.007017,0.008026,0.000344,0.0517
AP000243.18,0.007017,0.008026,0.000344,0.0517
CLDN8,0.007017,0.008026,0.000344,0.0517
KRTAP26-1,0.007017,0.008026,0.000344,0.0517
KRTAP20-4,0.007017,0.008026,0.000344,0.0517
KRTAP19-8,0.007017,0.008026,0.000344,0.0517
KRTAP22-1,0.007017,0.008026,0.000344,0.0517
CLDN17,0.007017,0.008026,0.000344,0.0517
KRTAP6-1,0.007017,0.008026,0.000344,0.0517
KRTAP19-1,0.007017,0.008026,0.000344,0.0517
KRTAP19P3,0.007017,0.008026,0.000344,0.0517
KRTAP8P2,0.007017,0.008026,0.000344,0.0517
RPL8P2,0.007017,0.008026,0.000344,0.0517
KRTAP20-3,0.007017,0.008026,0.000344,0.0517
AP000567.27,0.007017,0.008026,0.000344,0.0517
KRTAP13-3,0.007017,0.008026,0.000344,0.0517
KRTAP20-2,0.007017,0.008026,0.000344,0.0517
KRTAP13-4,0.007017,0.008026,0.000344,0.0517
UBE3AP2,0.007017,0.008026,0.000344,0.0517
KRTAP19-5,0.007017,0.008026,0.000344,0.0517
KRTAP15-1,0.007017,0.008026,0.000344,0.0517
KRTAP19-4,0.007017,0.008026,0.000344,0.0517
SDC2,0.000812,0.007730,0.008009,0.0883
BNIP3L,0.008009,0.003671,0.004376,0.0083
AC090103.4,0.008009,0.003671,0.004376,0.0083
PPP2R2A,0.008009,0.003671,0.004376,0.0083
PNMA2,0.008009,0.003671,0.004376,0.0083
DPYSL2,0.008009,0.003671,0.004376,0.0083
TTLL5,0.007994,0.004388,0.004098,0.1617
PGF,0.007994,0.004388,0.004098,0.1617
JDP2,0.007994,0.004388,0.004098,0.1617
ESRRB,0.007994,0.004388,0.004098,0.1617
NEK9,0.007994,0.004388,0.004098,0.1617
RPS6KL1,0.007994,0.004388,0.004098,0.1617
VASH1,0.007994,0.004388,0.004098,0.1617
TGFB3,0.007994,0.004388,0.004098,0.1617
C14orf1,0.007994,0.004388,0.004098,0.1617
FAM164C,0.007994,0.004388,0.004098,0.1617
BATF,0.007994,0.004388,0.004098,0.1617
AC007686.5,0.007994,0.004388,0.004098,0.1617
FOS,0.007994,0.004388,0.004098,0.1617
AL691403.2,0.007994,0.004388,0.004098,0.1617
AF111169.2-2,0.007994,0.004388,0.004098,0.1617
FLVCR2,0.007994,0.004388,0.004098,0.1617
EIF2B2,0.007994,0.004388,0.004098,0.1617
AC008050.6,0.007994,0.004388,0.004098,0.1617
C14orf118,0.007994,0.004388,0.004098,0.1617
DLSTP,0.007994,0.004388,0.004098,0.1617
ACYP1,0.007994,0.004388,0.004098,0.1617
AF111169.2-1,0.007994,0.004388,0.004098,0.1617
TMED10,0.007994,0.004388,0.004098,0.1617
AF111167.2,0.007994,0.004388,0.004098,0.1617
C14orf179,0.007994,0.004388,0.004098,0.1617
ANGEL1,0.007994,0.004388,0.004098,0.1617
MLH3,0.007994,0.004388,0.004098,0.1617
C14orf166B,0.007994,0.004388,0.004098,0.1617
MRGPRF,0.002403,0.006165,0.007994,0.3200
TPCN2,0.002403,0.006165,0.007994,0.3200
AL354889.14,0.006966,0.007984,0.001610,0.0150
IBRDC2,0.003872,0.007968,0.005407,0.0650
hsa-mir-548a-1,0.003872,0.007968,0.005407,0.0650
AL445305.11-1,0.002765,0.007798,0.007952,0.2683
RP11-323K10.1,0.002765,0.007798,0.007952,0.2683
PTPN14,0.002765,0.007798,0.007952,0.2683
AC114496.2-1,0.002765,0.007798,0.007952,0.2683
KCNK2,0.002765,0.007798,0.007952,0.2683
AL606537.10,0.002765,0.007798,0.007952,0.2683
RP11-365D23.2,0.002765,0.007798,0.007952,0.2683
RP11-365D23.1,0.002765,0.007798,0.007952,0.2683
SMYD2,0.002765,0.007798,0.007952,0.2683
AL445305.11-2,0.002765,0.007798,0.007952,0.2683
PROX1,0.002765,0.007798,0.007952,0.2683
CENPF,0.002765,0.007798,0.007952,0.2683
AC114496.2-2,0.002765,0.007798,0.007952,0.2683
AL135933.11-2,0.006408,0.007927,0.005421,0.0200
DCDC1,0.006408,0.007927,0.005421,0.0200
MPPED2,0.006408,0.007927,0.005421,0.0200
AL162614.25-2,0.006408,0.007927,0.005421,0.0200
AC110056.5,0.006408,0.007927,0.005421,0.0200
KCNA4,0.006408,0.007927,0.005421,0.0200
DCDC5,0.006408,0.007927,0.005421,0.0200
AL162614.25-1,0.006408,0.007927,0.005421,0.0200
AL133376.6,0.006408,0.007927,0.005421,0.0200
AL135933.11-1,0.006408,0.007927,0.005421,0.0200
FSHB,0.006408,0.007927,0.005421,0.0200
C11orf46,0.006408,0.007927,0.005421,0.0200
AL135932.7,0.006408,0.007927,0.005421,0.0200
AC008415.6-2,0.004326,0.007907,0.003432,0.0033
AC008562.5,0.004326,0.007907,0.003432,0.0033
AC116917.2,0.004326,0.007907,0.003432,0.0033
ODZ2,0.004326,0.007907,0.003432,0.0033
AC008415.6-1,0.004326,0.007907,0.003432,0.0033
ANKRD13C,0.007399,0.007880,0.002453,0.1050
UPP2,0.005094,0.002668,0.007860,0.0467
MMADHC,0.005094,0.002668,0.007860,0.0467
AC009311.3,0.005094,0.002668,0.007860,0.0467
STAM2,0.005094,0.002668,0.007860,0.0467
RIF1,0.005094,0.002668,0.007860,0.0467
MBD5,0.005094,0.002668,0.007860,0.0467
RND3,0.005094,0.002668,0.007860,0.0467
AC092662.2-5,0.005094,0.002668,0.007860,0.0467
AC010730.11-1,0.005094,0.002668,0.007860,0.0467
AC092686.3-1,0.005094,0.002668,0.007860,0.0467
CACNB4,0.005094,0.002668,0.007860,0.0467
ACVR2A,0.005094,0.002668,0.007860,0.0467
AC093738.2,0.005094,0.002668,0.007860,0.0467
AC092662.2-1,0.005094,0.002668,0.007860,0.0467
AC092662.2-7,0.005094,0.002668,0.007860,0.0467
PRPF40A,0.005094,0.002668,0.007860,0.0467
AC092662.2-4,0.005094,0.002668,0.007860,0.0467
AC092662.2-6,0.005094,0.002668,0.007860,0.0467
TNFAIP6,0.005094,0.002668,0.007860,0.0467
AC007364.3-1,0.005094,0.002668,0.007860,0.0467
RPRM,0.005094,0.002668,0.007860,0.0467
KCNJ3,0.005094,0.002668,0.007860,0.0467
NMI,0.005094,0.002668,0.007860,0.0467
AC092662.2-2,0.005094,0.002668,0.007860,0.0467
ARL6IP6,0.005094,0.002668,0.007860,0.0467
AC011901.4,0.005094,0.002668,0.007860,0.0467
AC013731.10-2,0.005094,0.002668,0.007860,0.0467
FMNL2,0.005094,0.002668,0.007860,0.0467
AC013731.10-1,0.005094,0.002668,0.007860,0.0467
KIF5C,0.005094,0.002668,0.007860,0.0467
ARL5A,0.005094,0.002668,0.007860,0.0467
AC105402.5,0.005094,0.002668,0.007860,0.0467
AC092686.3-2,0.005094,0.002668,0.007860,0.0467
PSCDBP,0.005094,0.002668,0.007860,0.0467
RBM43,0.005094,0.002668,0.007860,0.0467
LYPD6B,0.005094,0.002668,0.007860,0.0467
GALNT13,0.005094,0.002668,0.007860,0.0467
AC013406.7-1,0.005094,0.002668,0.007860,0.0467
NEB,0.005094,0.002668,0.007860,0.0467
AC093112.1,0.005094,0.002668,0.007860,0.0467
AC079256.5-1,0.005094,0.002668,0.007860,0.0467
AC018731.5,0.005094,0.002668,0.007860,0.0467
AC019201.6,0.005094,0.002668,0.007860,0.0467
ORC4L,0.005094,0.002668,0.007860,0.0467
AC016732.7-1,0.005094,0.002668,0.007860,0.0467
EPC2,0.005094,0.002668,0.007860,0.0467
ACVR1,0.005094,0.002668,0.007860,0.0467
AC092662.2-3,0.005094,0.002668,0.007860,0.0467
GALNT5,0.005094,0.002668,0.007860,0.0467
AC012501.7-1,0.005094,0.002668,0.007860,0.0467
AC023469.1,0.005094,0.002668,0.007860,0.0467
ACVR1C,0.005094,0.002668,0.007860,0.0467
NR4A2,0.005094,0.002668,0.007860,0.0467
ERMN,0.005094,0.002668,0.007860,0.0467
GPD2,0.005094,0.002668,0.007860,0.0467
AC012066.10,0.005094,0.002668,0.007860,0.0467
LYPD6,0.005094,0.002668,0.007860,0.0467
FBXO3,0.001071,0.007834,0.007428,0.0200
NAT10,0.001071,0.007834,0.007428,0.0200
LMO2,0.001071,0.007834,0.007428,0.0200
AC132216.7,0.001071,0.007834,0.007428,0.0200
ABTB2,0.001071,0.007834,0.007428,0.0200
CAPRIN1,0.001071,0.007834,0.007428,0.0200
CD59,0.001071,0.007834,0.007428,0.0200
C11orf41,0.001071,0.007834,0.007428,0.0200
C11orf91,0.001071,0.007834,0.007428,0.0200
GABRG1,0.002728,0.007829,0.007398,0.0283
AL078601.10,0.002643,0.006553,0.007823,0.0883
RP3-508D13.1,0.002643,0.006553,0.007823,0.0883
PHIP,0.002643,0.006553,0.007823,0.0883
HMGN3,0.002643,0.006553,0.007823,0.0883
RP11-477E3.2,0.002643,0.006553,0.007823,0.0883
RP11-46B11.2,0.002643,0.006553,0.007823,0.0883
IRAK1BP1,0.002643,0.006553,0.007823,0.0883
AC104387.5,0.004555,0.007801,0.001314,0.0167
AC023943.6,0.004555,0.007801,0.001314,0.0167
AC002070.1,0.007385,0.007785,0.003562,0.3333
TMEM120B,0.007385,0.007785,0.003562,0.3333
UNC119B,0.007385,0.007785,0.003562,0.3333
TRIAP1,0.007385,0.007785,0.003562,0.3333
ORAI1,0.007385,0.007785,0.003562,0.3333
NME2P1,0.007385,0.007785,0.003562,0.3333
AL021546.3,0.007385,0.007785,0.003562,0.3333
SETD1B,0.007385,0.007785,0.003562,0.3333
SFRS9,0.007385,0.007785,0.003562,0.3333
OASL,0.007385,0.007785,0.003562,0.3333
AC063943.23-1,0.007385,0.007785,0.003562,0.3333
RNF34,0.007385,0.007785,0.003562,0.3333
AC078875.37,0.007385,0.007785,0.003562,0.3333
PRKAB1,0.007385,0.007785,0.003562,0.3333
DYNLL1,0.007385,0.007785,0.003562,0.3333
WDR66,0.007385,0.007785,0.003562,0.3333
PXN,0.007385,0.007785,0.003562,0.3333
PLA2G1B,0.007385,0.007785,0.003562,0.3333
RNF10,0.007385,0.007785,0.003562,0.3333
CAMKK2,0.007385,0.007785,0.003562,0.3333
HNF1A,0.007385,0.007785,0.003562,0.3333
C12orf43,0.007385,0.007785,0.003562,0.3333
CCDC60,0.007385,0.007785,0.003562,0.3333
RAB35,0.007385,0.007785,0.003562,0.3333
ACADS,0.007385,0.007785,0.003562,0.3333
HPD,0.007385,0.007785,0.003562,0.3333
AC140062.11,0.007385,0.007785,0.003562,0.3333
AC069234.35-2,0.007385,0.007785,0.003562,0.3333
AC069214.14,0.007385,0.007785,0.003562,0.3333
P2RX4,0.007385,0.007785,0.003562,0.3333
BCL7A,0.007385,0.007785,0.003562,0.3333
COQ5,0.007385,0.007785,0.003562,0.3333
COX6A1,0.007385,0.007785,0.003562,0.3333
CCDC64,0.007385,0.007785,0.003562,0.3333
MORN3,0.007385,0.007785,0.003562,0.3333
SIRT4,0.007385,0.007785,0.003562,0.3333
GATC,0.007385,0.007785,0.003562,0.3333
POP5,0.007385,0.007785,0.003562,0.3333
AC084018.28-2,0.007385,0.007785,0.003562,0.3333
AC084018.28-3,0.007385,0.007785,0.003562,0.3333
RHOF,0.007385,0.007785,0.003562,0.3333
GCN1L1,0.007385,0.007785,0.003562,0.3333
AC063943.23-2,0.007385,0.007785,0.003562,0.3333
AC069234.35-1,0.007385,0.007785,0.003562,0.3333
RPLP0P2,0.007385,0.007785,0.003562,0.3333
hsa-mir-1178,0.007385,0.007785,0.003562,0.3333
CABP1,0.007385,0.007785,0.003562,0.3333
MLXIP,0.007385,0.007785,0.003562,0.3333
FBXL10,0.007385,0.007785,0.003562,0.3333
AC004815.2,0.007385,0.007785,0.003562,0.3333
MSI1,0.007385,0.007785,0.003562,0.3333
P2RX7,0.007385,0.007785,0.003562,0.3333
MLEC,0.007385,0.007785,0.003562,0.3333
AC084018.28-1,0.007385,0.007785,0.003562,0.3333
ANAPC5,0.007385,0.007785,0.003562,0.3333
CIT,0.007385,0.007785,0.003562,0.3333
PSMD9,0.007385,0.007785,0.003562,0.3333
AP003027.3-1,0.001439,0.007780,0.007354,0.0583
AP005718.3,0.001439,0.007780,0.007354,0.0583
NPAT,0.001439,0.007780,0.007354,0.0583
KDELC2,0.001439,0.007780,0.007354,0.0583
EXPH5,0.001439,0.007780,0.007354,0.0583
CUL5,0.001439,0.007780,0.007354,0.0583
ATM,0.001439,0.007780,0.007354,0.0583
C11orf65,0.001439,0.007780,0.007354,0.0583
DDX10,0.001439,0.007780,0.007354,0.0583
C11orf87,0.001439,0.007780,0.007354,0.0583
ACAT1,0.001439,0.007780,0.007354,0.0583
AL158040.14-2,0.006715,0.003870,0.007775,0.2000
RP11-341B24.3,0.006715,0.003870,0.007775,0.2000
AL365434.13-1,0.006715,0.003870,0.007775,0.2000
IFIT1L,0.006715,0.003870,0.007775,0.2000
AL359986.15,0.006715,0.003870,0.007775,0.2000
AL139340.12-1,0.006715,0.003870,0.007775,0.2000
RPS27P1,0.006715,0.003870,0.007775,0.2000
HECTD2,0.006715,0.003870,0.007775,0.2000
FGFBP3,0.006715,0.003870,0.007775,0.2000
IFIT2,0.006715,0.003870,0.007775,0.2000
CPEB3,0.006715,0.003870,0.007775,0.2000
hsa-mir-107,0.006715,0.003870,0.007775,0.2000
AL390862.24,0.006715,0.003870,0.007775,0.2000
AL590622.7-1,0.006715,0.003870,0.007775,0.2000
CPEB3_ribozyme,0.006715,0.003870,0.007775,0.2000
CH25H,0.006715,0.003870,0.007775,0.2000
PCGF5,0.006715,0.003870,0.007775,0.2000
AL158040.14-1,0.006715,0.003870,0.007775,0.2000
PANK1,0.006715,0.003870,0.007775,0.2000
HTR7,0.006715,0.003870,0.007775,0.2000
AL157400.8,0.006715,0.003870,0.007775,0.2000
IFIT1,0.006715,0.003870,0.007775,0.2000
RPP30,0.006715,0.003870,0.007775,0.2000
SRP9L1,0.006715,0.003870,0.007775,0.2000
IFIT5,0.006715,0.003870,0.007775,0.2000
RP11-251A15.1,0.006715,0.003870,0.007775,0.2000
LIPA,0.006715,0.003870,0.007775,0.2000
IFIT3,0.006715,0.003870,0.007775,0.2000
ANKRD1,0.006715,0.003870,0.007775,0.2000
RP11-149I23.5,0.006715,0.003870,0.007775,0.2000
RP11-56M3.1,0.006715,0.003870,0.007775,0.2000
AL161652.25-1,0.006715,0.003870,0.007775,0.2000
BTAF1,0.006715,0.003870,0.007775,0.2000
KIF20B,0.006715,0.003870,0.007775,0.2000
SLC16A12,0.006715,0.003870,0.007775,0.2000
RP11-478K7.1,0.006715,0.003870,0.007775,0.2000
RP11-360G10.3,0.006715,0.003870,0.007775,0.2000
MARCH5,0.006715,0.003870,0.007775,0.2000
RP11-543N17.2,0.006715,0.003870,0.007775,0.2000
TNKS2,0.006715,0.003870,0.007775,0.2000
IDE,0.006715,0.003870,0.007775,0.2000
PPP1R3C,0.006715,0.003870,0.007775,0.2000
TPPP,0.006400,0.001133,0.007775,0.0300
TMCC1,0.007763,0.005170,0.003558,0.0333
AC083799.17-2,0.007763,0.005170,0.003558,0.0333
TRH,0.007763,0.005170,0.003558,0.0333
AC083799.17-1,0.007763,0.005170,0.003558,0.0333
AC073347.3,0.001971,0.007755,0.006053,0.0050
AC099681.4-1,0.001971,0.007755,0.006053,0.0050
FKBP9L,0.001971,0.007755,0.006053,0.0050
SUMF2,0.001971,0.007755,0.006053,0.0050
CHCHD2,0.001971,0.007755,0.006053,0.0050
PHKG1,0.001971,0.007755,0.006053,0.0050
CCT6A,0.001971,0.007755,0.006053,0.0050
GBAS,0.001971,0.007755,0.006053,0.0050
ZNF713,0.001971,0.007755,0.006053,0.0050
MRPS17,0.001971,0.007755,0.006053,0.0050
Sep-14,0.001971,0.007755,0.006053,0.0050
AC091812.4,0.001971,0.007755,0.006053,0.0050
AC099681.4-2,0.001971,0.007755,0.006053,0.0050
AC006970.6,0.001971,0.007755,0.006053,0.0050
PSPH,0.001971,0.007755,0.006053,0.0050
AL121789.38,0.007746,0.003078,0.006939,0.0600
UNC93A,0.007746,0.003078,0.006939,0.0600
AL133458.19,0.007746,0.003078,0.006939,0.0600
CCR6,0.007746,0.003078,0.006939,0.0600
MLLT4,0.007746,0.003078,0.006939,0.0600
hsa-mir-1913,0.007746,0.003078,0.006939,0.0600
AL356123.21-2,0.007746,0.003078,0.006939,0.0600
RPS6KA2,0.007746,0.003078,0.006939,0.0600
TTLL2,0.007746,0.003078,0.006939,0.0600
RP3-427A4.2,0.007746,0.003078,0.006939,0.0600
GPR31,0.007746,0.003078,0.006939,0.0600
RNASET2,0.007746,0.003078,0.006939,0.0600
AL590482.11,0.007746,0.003078,0.006939,0.0600
RP3-366N23.4,0.007746,0.003078,0.006939,0.0600
C6orf123,0.007746,0.003078,0.006939,0.0600
PRR18,0.007746,0.003078,0.006939,0.0600
FGFR1OP,0.007746,0.003078,0.006939,0.0600
RP11-568A7.1,0.007746,0.003078,0.006939,0.0600
SFT2D1,0.007746,0.003078,0.006939,0.0600
C6orf124,0.007746,0.003078,0.006939,0.0600
TCP10,0.007746,0.003078,0.006939,0.0600
RP4-655C5.3,0.007746,0.003078,0.006939,0.0600
T,0.007746,0.003078,0.006939,0.0600
AL023775.1,0.007746,0.003078,0.006939,0.0600
BRP44L,0.007746,0.003078,0.006939,0.0600
AL132661.32,0.007746,0.003078,0.006939,0.0600
TCP10L2,0.007746,0.003078,0.006939,0.0600
AL121956.21,0.007746,0.003078,0.006939,0.0600
PDE10A,0.007746,0.003078,0.006939,0.0600
RP11-459F1.3,0.007746,0.003078,0.006939,0.0600
AL356123.21-1,0.007746,0.003078,0.006939,0.0600
AL009178.4,0.007746,0.003078,0.006939,0.0600
AC018953.11,0.006756,0.007726,0.001223,0.1933
IFITM8P,0.006756,0.007726,0.001223,0.1933
SP8,0.000153,0.007712,0.003452,0.0050
AC005251.1-2,0.000153,0.007712,0.003452,0.0050
TWISTNB,0.000153,0.007712,0.003452,0.0050
AC002486.2,0.000153,0.007712,0.003452,0.0050
AC005251.1-1,0.000153,0.007712,0.003452,0.0050
AC005251.1-4,0.000153,0.007712,0.003452,0.0050
ASSP11,0.000153,0.007712,0.003452,0.0050
TMEM196,0.000153,0.007712,0.003452,0.0050
AC007095.2,0.000153,0.007712,0.003452,0.0050
